bill_id,title,description
1649652,Early childcare and education.,"An act to amend Sections 8205, 8245.5, 8252, and 8489.1 of, and to add Section 8223.5 to, the Education Code, and to amend Sections 10213.5, 10227.5, 10227.6, and 10491.1 of, and to add Sections 10277, 10277.1, 10277.2, 10277.3, 10277.4, and 10277.5 to, the Welfare and Institutions Code, to amend Section 4 of Chapter 261 of the Statutes of 2021, and to repeal Section 24 of Chapter 41 of the Statutes of 2023, relating to early childcare and education, and making an appropriation therefor, to take effect immediately, bill related to the budget."
1649653,Education finance: education omnibus budget trailer bill.,"An act to amend Sections 8208, 8210, 8211, 8281.5, 14002, 32526, 41404.5, 41585, 42238.024, 44042.5, 46120, 46393, 48000.15, 48648, 48649, 48650, 51225.31, 52052, 52064.1, and 52202 of the Education Code, to amend Sections 144 and 148 of Chapter 44 of the Statutes of 2021, to amend Sections 124 and 137 of Chapter 52 of the Statutes of 2022, and to amend Sections 112, 115, and 121 of Chapter 48 of the Statutes of 2023, relating to education finance, and making an appropriation therefor, to take effect immediately, bill related to the budget."
1649654,Higher education trailer bill.,"An act to amend Sections 17201, 69617, 69617.5, 69996.6, 69996.9, and 70022 of the Education Code, to add Section 22807.5 to the Government Code, to amend the Budget Act of 2021 by amending Item 6440-001-0001 of Section 2.00 of that act, as amended by Section 16 of Chapter 50 of the Statutes of 2023, to amend the Budget Act of 2023 by amending Item 6980-001-0001, and to amend Section 24 of Chapter 50 of the Statutes of 2023, relating to postsecondary education, and making an appropriation therefor, to take effect immediately, bill related to the budget."
1649655,State government.,"An act to amend Sections 2064.5, 2065, and 6219 of, and to add Sections 115.10 and 2064.6 to, the Business and Professions Code, to amend Sections 15490, 16344, and 65852.24 of, and to add and repeal Section 11133 of, the Government Code, to amend Sections 24213 and 34177.7 of, to amend, repeal, and add Section 25174 of, to add Sections 51528 and 51529 to, and to add and repeal Section 25205.5.2 of, the Health and Safety Code, to amend Sections 107.7.2, 2695.3, and 2695.4 of, and to amend the heading of Part 12 (commencing with Section 2695.1) of Division 2 of, the Labor Code, to amend Section 716 of the Public Resources Code, to amend Sections 17158.1 and 24311 of, and to add and repeal Section 43101.1 of, the Revenue and Taxation Code, and to amend Section 985 of the Unemployment Insurance Code, relating to state government, and making an appropriation therefor, to take effect immediately, bill related to the budget."
1649656,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1649657,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1649658,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1649659,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1649660,State employment: State Bargaining Units: agreements: compensation and benefits.,"An act to amend Sections 7522.34, 19829.9851, 19829.9852, 19829.9853, 19878.5, and 22944.5 of, and to add Sections 19829.9854, 20677.61, 20677.92, 20677.93, 20677.94, and 22871.10 to, the Government Code, relating to public employment, and making an appropriation therefor, to take effect immediately, bill related to the budget."
1649661,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1649662,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1649663,State employment: State Bargaining Unit 6 agreement.,"An act to amend Sections 19829.9851, 19829.9852, and 19829.9853 of the Government Code, relating to public employment and making an appropriation therefor, to take effect immediately, bill related to the budget."
1649664,"Background checks and fingerprinting: state employment, licensing, and contracting.","An act to amend Sections 19448, 26001, 26010.6, and 26050 of, and to add Section 10073.5 to, the Business and Professions Code, to amend Sections 100002, 100006.3, and 100009 of, to add Section 382 to, and to repeal and add Section 100008 of, the Financial Code, to amend Sections 11852 and 11880 of the Government Code, to add Sections 25169.9, 25200.01, 50405.5, and 111633 to the Health and Safety Code, and to amend Section 2200 of, and to add Section 4321 to, the Welfare and Institutions Code, relating to background checks, and making an appropriation therefor, to take effect immediately, bill related to the budget."
1649665,Education finance: education omnibus budget trailer bill.,"An act to amend Sections 234.1, 1622, 8902, 14041.6, 14041.8, 14502.1, 17375, 32282, 32526, 41202, 41203.1, 41206.01, 41590, 41975, 42127.8, 42238.024, 42238.05, 42280, 43523, 43525, 44230, 44252, 44252.5, 44258.9, 44259, 44260.2, 44270.3, 44274.2, 44275.4, 44300, 44310, 44468, 44830, 44955.5, 45125.1, 46010, 46111, 46120, 46300, 46393, 47606.5, 47607.3, 48000, 48412, 48800, 48857, 49056, 49428.1, 49501.5, 49564.3, 51225.31, 51225.7, 51225.8, 51229, 51747, 51747.5, 51749, 51749.5, 51749.6, 52062, 52064.3, 52064.5, 52066, 52068, 52073, 52073.3, 52075, 53008, 56471, 56836.21, 60040.5, 60150, 60200, 60900, 60900.5, 60901, 69432.9, 69617, and 76225 of, to add Sections 244, 33043, 33128.2, 41206.04, 42252, 44235.25, 49083.5, 60151, and 84323 to, to add Article 9 (commencing with Section 46210) to Chapter 2 of Part 26 of Division 4 of Title 2 of, to add Article 4.1 (commencing with Section 66032) to Chapter 2 of Part 40 of Division 5 of Title 3 of, and to add and repeal Sections 49428.2, 51225.32, 52064.4, and 60227 of, the Education Code, to amend Section 83 of Chapter 51 of the Statutes of 2019, to amend Section 138 of Chapter 44 of the Statutes of 2021, and to amend Sections 121, 124, 129, and 134 of Chapter 52 of the Statutes of 2022, relating to education finance, and making an appropriation therefor, to take effect immediately, bill related to the budget."
1649666,Education finance: Proposition 98: suspension.,"An act relating to education finance, and declaring the urgency thereof, to take effect immediately."
1649667,Higher education budget trailer bill.,"An act to amend Sections 17201 and 69432.7 of, to amend, repeal, and add Section 87885 of, to add Sections 84321.63, 84321.64, and 84750.6 to, to add Part 53.7 (commencing with Section 88770) to Division 7 of Title 3 of, and to repeal Article 2.5 (commencing with Section 69522) of Chapter 2 of Part 42 of Division 5 of Title 3 of, the Education Code, to add Chapter 3.15 (commencing with Section 15820.200) to Part 10b of Division 3 of Title 2 of the Government Code, to amend the Budget Act of 2022 by amending Item 6870-101-0001 of Section 2.00 of that act, to amend the Budget Act of 2023 by amending Item 6870-101-0001 of, and repealing Item 6610-495 of, Section 2.00 of that act, and to amend Section 22 of Chapter 50 of the Statutes of 2023, relating to postsecondary education, and making an appropriation therefor, to take effect immediately, bill related to the budget."
1649668,Public resources: omnibus budget trailer bill.,"An act to amend Section 1245.270 of the Code of Civil Procedure, to amend Sections 7381 and 7382 of, to amend and repeal Sections 1586, 8558, and 8610.9 of, to add Section 1501.6 to, and to repeal Sections 8558.1, 8558.2, and 8558.3 of, the Fish and Game Code, to amend Section 8670.40.5 of, and to add Sections 14670.10.6 and 14673.12 to, the Government Code, to amend Sections 651, 655.7, and 658.3 of the Harbors and Navigation Code, to amend Sections 25174.8, 25205.5, 25205.5.2, 25207.4, 25299.81, 39716, and 44127 of, to amend and repeal Section 25174 of, to add Sections 25121.2, 25174.8.1, 25196.1, 25205.5.3, 25205.5.4, and 25205.25 to, and to add Chapter 4.8 (commencing with Section 116774) to Part 12 of Division 104 of, the Health and Safety Code, to amend Section 7 of the Penal Code, to amend Sections 3258, 4137, 4771, 5818.1, 14585, 42461.5, 42464, and 42476 of, to add Sections 5003.6.5 and 5010.2.5 to, to add and repeal Section 25548.8 of, and to repeal Section 5818.2 of, the Public Resources Code, to amend Sections 43012, 43053, 43101, 43152, 43152.6, 43152.7, 43155, 43157, 43158, 43170, 43201, 43202, 43304, 43350, 43452, and 50108 of, and to add Sections 43155.01, 43201.01, and 43507.5 to, the Revenue and Taxation Code, to amend Sections 1804, 9854, and 9873 of the Vehicle Code, to amend Section 8705 of the Water Code, and to amend Section 106 of Chapter 73 of the Statutes of 2021, relating to public resources, and making an appropriation therefor, to take effect immediately, bill related to the budget."
1649669,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1649670,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1649671,Health.,"An act to amend Sections 7903, 16310, 30026.5, and 100520.5 of, and to add and repeal Section 12536 of, the Government Code, to amend Sections 1212, 1214, 1214.1, 1266, 1266.5, 1341.45, 1389.25, 1728.1, 1749, 51312, 120956, 120960, 123322, and 129385 of, to add Section 120972.2 to, to add Chapter 5 (commencing with Section 131360) to Part 1 of Division 112 of, and to add and repeal Section 104751 of, the Health and Safety Code, to amend Section 10113.9 of, and to amend, repeal, and add Section 12693.74 of, the Insurance Code, to amend Sections 1182.14 and 1182.15 of, and to add Section 1182.16 to, the Labor Code, to amend Sections 1001.36, 1370, and 1372 of the Penal Code, to repeal Section 30130.59 of the Revenue and Taxation Code, to amend Section 14902 of the Vehicle Code, and to amend Sections 4361, 5014, 5349, 5813.5, 5840, 5840.6, 5845, 5845.1, 5847, 5849.35, 5886, 5890, 5891, 5892, 5892.5, 5893, 5895, 5899, 5961.4, 14105.192, 14105.201, 14105.467, 14124.12, 14131.05, 14154, 14184.10, 14197.4, 14197.7, 14199.72, 14705, 15840, 15853, and 15893 of, to amend, repeal, and add Sections 14105.200 and 15832 of, to add Sections 7296, 14105.468, 14197.6, and 15877 to, and to add and repeal Article 3.1 (commencing with Section 14124.160) of Chapter 7 of Part 3 of Division 9 of, and to repeal Sections 14105.202 and 14165.58 of, the Welfare and Institutions Code, relating to health, and making an appropriation therefor, to take effect immediately, bill related to the budget."
1649675,Early learning and childcare.,"An act to amend Section 8320 of, to amend, repeal, and add Sections 8205, 8207, 8208, 8210, 8211, and 8244 of, to add Section 8334 to, and to add, repeal, and add Section 8207.1 of, the Education Code, to amend Section 7927.305 of the Government Code, to amend Section 1596.86 of the Health and Safety Code, and to amend Sections 10227.6 and 10267.5 of, and to add Sections 10212.6, 10244, and 10602.1 to, the Welfare and Institutions Code, relating to early learning and childcare, and making an appropriation therefor, to take effect immediately, bill related to the budget."
1649676,State government.,"An act to amend Sections 10167.3, 10208.5, 10209, 10210, 10213.5, 10213.6, 10215, 10226, 10232.1, 10249.3, 11011, 11018.7, 11022, and 11232 of, to amend, repeal, and add Section 208 of, to add Section 10227 to, to add and repeal Section 144.6 of, and to repeal Chapter 40 (commencing with Section 22949.85) of Division 8 of, the Business and Professions Code, to amend Section 14701 of, and to add Division 2.5 (commencing with Section 27500) to Title 4 of, the Corporations Code, to amend Sections 4454, 8263, 8265, 8270, 8272, 8303.3, 8770, 8880.5, 11549.52, 11549.54, 12100.151, 12907, 14844, 65025, 65028.2, 65035, 65037, 65038, and 65039 of, to amend the heading of Chapter 9.7 (commencing with Section 8770) of Division 1 of Title 2 of, to amend the heading of Chapter 1.5 (commencing with Section 65025) of Division 1 of Title 7 of, to amend the heading of Article 3 (commencing with Section 65037) of Chapter 1.5 of Division 1 of Title 7 of, to add Sections 8275.5, 8546.11, 65029, and 65039.5 to, to repeal Article 5.5 (commencing with Section 65052) of Chapter 1.5 of Division 1 of Title 7 of, to repeal Article 6 (commencing with Section 65055) of Chapter 1.5 of Division 1 of Title 7 of, and to repeal and add Chapter 5.6 (commencing with Section 8400) of Division 1 of Title 2 of, the Government Code, to add Section 131052.5 to, to add and repeal Sections 1338.6 and 114870.1 of, and to add and repeal Division 110 (commencing with Section 130300) of, the Health and Safety Code, to amend Section 161 of the Military and Veterans Code, to amend Section 10340 of, and to repeal Section 10196 of, the Public Contract Code, and to amend Section 18894 of the Revenue and Taxation Code, relating to state government, and making an appropriation therefor, to take effect immediately, bill related to the budget."
